317,"Flugplatz Bautzen","Bautzen","Germany",\N,"EDAB",51.193611,14.519722,568,1,"E","Europe/Berlin","airport","OurAirports"
332,"Magdeburg ""City"" Airport","Magdeburg","Germany","ZMG","EDBM",52.073612,11.626389,259,1,"E","Europe/Berlin","airport","OurAirports"
